"id","class","color","vineyard","fixed.acidity","acid.sulfur","volatile.acidity","sulfur.taste","citric.acid","residual.sugar","chlorides","chlor.class","free.sulfur.dioxide","condition","total.sulfur.dioxide","density","pH","acid.taste","sulphates","acidity.variance","alcohol"
4106,"good","white","C",7.6,3.96492806895377,0.3,2.2940818532809,0.27,10.6,0.039,"g1",31,"S2",119,0.99815,3.27,2.08,0.3,0.24,9.3
4107,"good","white","D",6.9,2.93775780985341,0.31,2.66526496977604,0.32,1.2,0.024,"f3",20,"P2",166,0.99208,3.05,1.85,0.54,0.24,9.8
4108,"medium","red","D",7.3,3.5184505245361,0.59,2.02206691714837,0.26,2,0.08,"e1",17,"I1",104,0.99584,3.28,2.24,0.52,0.24,9.9
4109,"good","white","C",6.8,3.56903253494913,0.28,3.23071902858259,0.29,11.9,0.052,"d1",51,"S2",149,0.99544,3.02,2.23,0.58,0.24,10.4
4110,"good","red","A",6.9,2.42683328588905,0.36,3.4520521795552,0.25,2.4,0.098,"d2",5,"I1",16,0.9964,3.41,2.03,0.6,0.24,10.1
4111,"medium","white","E",6.7,1.92649825225113,0.27,2.10739431076512,0.31,15.7,0.036,"c2",44,"S1",179,0.9979,3.26,1.82,0.56,0.24,9.6
4112,"medium","white","A",7.4,3.71700070203433,0.22,2.39506717634024,0.33,2,0.045,"d2",31,"S3",101,0.9931,3.42,1.67,0.55,0.24,11.4
4113,"medium","white","C",6.1,2.24648731845518,0.38,2.5052878137169,0.47,1.4,0.051,"b3",59,"I2",210,0.99309,3.24,1.64,0.5,0.24,9.6
4114,"medium","white","D",7.3,3.03977710863142,0.31,3.50833617013895,0.69,10.2,0.041,"g1",58,"S1",160,0.9977,3.06,1.83,0.45,0.24,8.6
4115,"medium","red","E",5.6,2.73722218601059,0.915,2.51622413684259,0,2.1,0.041,"b1",17,"S2",78,0.99346,3.68,2.37,0.73,0.24,11.4
4116,"medium","white","D",7.6,3.29734449558916,0.27,1.35423682391908,0.32,1.2,0.043,"i3",23,"S3",72,0.99236,3.06,2.25,0.68,0.24,10.5
4117,"medium","white","D",6.4,2.34617215765294,0.32,3.81909154648433,0.26,7.9,0.05,"h1",53,"S1",180,0.99514,3.14,2.51,0.5,0.24,9.6
4118,"poor","white","E",8.2,2.82097578875624,0.68,2.70346826945547,0.3,2.1,0.047,"b3",17,"S1",138,0.995,3.22,1.92,0.71,0.24,10.8
4119,"good","white","E",8.4,3.0360802282571,0.27,3.42961663378295,0.46,8.7,0.048,"f2",39,"I1",197,0.9974,3.14,2.59,0.59,0.24,9.6
4120,"medium","white","B",6.1,2.90282496343447,0.17,3.08486984787341,0.21,1.9,0.09,"e1",44,"I1",130,0.99255,3.07,2.02,0.41,0.24,9.7
4121,"good","white","E",7.2,2.07514097300108,0.23,3.69135380845045,0.32,8.5,0.058,"h3",47,"P1",186,0.9956,3.19,1.79,0.4,0.24,9.9
4122,"poor","white","A",7,3.90056219342627,0.39,2.45360825814327,0.24,1,0.048,"d2",8,"S2",119,0.9923,3,1.6,0.31,0.24,10.1
4123,"good","red","C",6.3,3.0156514666269,0.51,1.81649647476542,0.13,2.3,0.076,"g1",29,"S1",40,0.99574,3.42,2.04,0.75,0.24,11
4124,"good","red","D",11.6,3.10595434849896,0.475,1.84309656325783,0.4,1.4,0.091,"f2",6,"I2",28,0.99704,3.07,1.95,0.65,0.24,10.0333333333333
4125,"poor","white","A",6.2,4.11474130342037,0.53,3.19902081832601,0.02,0.9,0.035,"i1",6,"S1",81,0.99234,3.24,2.47,0.35,0.24,9.5
4126,"good","white","E",6.8,2.21869606728017,0.33,3.76288364490055,0.28,1.2,0.032,"b2",38,"I2",131,0.9889,3.19,1.79,0.41,0.24,13
4127,"good","white","B",6.5,2.8336668134736,0.38,3.23085805825818,0.26,5.2,0.042,"i2",33,"I1",112,0.99067,3.06,2.22,0.5,0.24,12.3
4128,"good","white","A",6.7,1.83699140810577,0.31,1.6380901176284,0.31,4.9,0.031,"b3",20,"I1",151,0.9926,3.36,1.87,0.82,0.24,12
4129,"good","white","B",5.8,3.47023713664629,0.29,3.37797788385173,0.38,10.7,0.038,"b3",49,"I1",136,0.99366,3.11,1.92,0.59,0.24,11.2
4130,"medium","white","C",8.4,3.00593162238824,0.57,3.7762304553691,0.44,10.7,0.051,"f3",46,"I1",195,0.9981,3.15,1.89,0.51,0.24,10.4
4131,"medium","white","B",6.4,1.46678607091931,0.18,3.16014910588856,0.74,11.9,0.046,"d3",54,"I1",168,0.9978,3.58,1.88,0.68,0.24,10.1
4132,"excellent","white","C",6.8,3.59260936350025,0.28,3.66703197114817,0.43,7.6,0.03,"b3",30,"I2",110,0.99164,3.08,1.47,0.59,0.24,12.5
4133,"good","white","E",6.7,2.85214999744443,0.23,3.45117962811828,0.26,1.4,0.06,"b1",33,"I2",154,0.9934,3.24,2.13,0.56,0.24,9.5
4134,"good","red","D",9.2,3.79726933364446,0.41,1.67279440588784,0.5,2.5,0.055,"e1",12,"I2",25,0.9952,3.34,1.84,0.79,0.24,13.3
4135,"medium","white","E",6,2.20818718954613,0.28,3.25091010275817,0.25,1.8,0.042,"h3",8,"I1",108,0.9929,3.08,2.91,0.55,0.24,9
4136,"medium","white","E",5.8,3.07279940336422,0.34,3.28816410588729,0.21,7.2,0.041,"b3",48,"S1",146,0.99441,3.16,1.89,0.49,0.24,9.8
4137,"good","red","D",7.8,4.11652120776004,0.5,1.8907639336172,0.3,1.9,0.075,"h3",8,"S2",22,0.9959,3.31,1.77,0.56,0.24,10.4
4138,"medium","red","C",9.7,3.92596621044782,0.69,2.4203223793888,0.32,2.5,0.088,"d2",22,"I2",91,0.9979,3.29,1.75,0.62,0.24,10.1
4139,"good","white","B",7.6,3.49295483007818,0.29,2.40086389023203,0.58,17.5,0.041,"c1",51,"I1",225,0.9997,3.16,1.81,0.66,0.24,9.5
4140,"medium","red","D",7.6,4.21006864121754,0.52,1.59887862679162,0.12,3,0.067,"g2",12,"I1",53,0.9971,3.36,2.18,0.57,0.24,9.1
4141,"medium","white","D",6.4,3.01311408571121,0.22,2.10210662386646,0.31,13.9,0.04,"h1",57,"I1",135,0.99672,3.21,2.15,0.38,0.24,10.7
4142,"good","white","B",7.1,3.6838180946637,0.3,3.6574183765958,0.46,1.5,0.066,"c1",29,"S2",133,0.9906,3.12,2.28,0.54,0.24,12.7
4143,"good","white","B",6.8,3.56422609826099,0.18,2.81745313164388,0.37,1.5,0.027,"h1",37,"S2",93,0.992,3.3,2.45,0.45,0.24,10.8
4144,"good","white","D",5.9,2.94991001259501,0.24,3.53729320765241,0.26,12.3,0.053,"h3",34,"I1",134,0.9972,3.34,1.82,0.45,0.24,9.5
4145,"good","red","E",7.9,3.63283779076237,0.24,3.14709661626368,0.4,1.6,0.056,"c1",11,"I1",25,0.9967,3.32,2.8,0.87,0.24,8.7
4146,"medium","red","E",7.3,3.32208070031864,0.69,2.36160630144825,0.32,2.2,0.069,"c3",35,"I1",104,0.99632,3.33,2.17,0.51,0.24,9.5
4147,"medium","red","E",6.9,3.11351111298954,0.4,2.95662682135127,0.24,2.5,0.083,"e3",30,"I1",45,0.9959,3.26,2.31,0.58,0.24,10
4148,"good","white","B",6.4,3.02440155568212,0.25,2.59988985015158,0.74,7.8,0.045,"c2",52,"I1",209,0.9956,3.21,1.56,0.42,0.24,9.2
4149,"medium","white","B",7.2,2.92365493512478,0.21,3.67223803918099,0.36,15.7,0.045,"i1",68,"I1",183,0.99922,3.25,1.9,0.76,0.24,9.4
4150,"good","red","B",7,2.66667098454305,0.38,2.94690300948847,0.49,2.5,0.097,"d3",33,"I1",85,0.9962,3.39,1.63,0.77,0.24,11.4
4151,"medium","red","E",7.2,2.86427128933073,0.61,2.52741784032441,0.08,4,0.082,"d1",26,"I2",108,0.99641,3.25,2.17,0.51,0.24,9.4
4152,"good","red","B",5.4,2.27186733868142,0.42,2.30230477217127,0.27,2,0.092,"c1",23,"I1",55,0.99471,3.78,1.82,0.64,0.24,12.3
4153,"medium","white","D",5.8,3.14747750547722,0.32,1.09865594800286,0.23,1.5,0.033,"b1",39,"I2",121,0.9887,2.96,2.33,0.35,0.24,12
4154,"good","white","D",6,4.0341203301084,0.32,2.10092627773299,0.33,9.9,0.032,"g2",22,"I1",90,0.99258,3.1,1.79,0.43,0.24,12.1
4155,"medium","white","D",6.2,4.06054005583113,0.23,2.03544373703206,0.23,1.2,0.018,"c2",18,"I2",128,0.99178,3.05,2.53,0.28,0.24,10.6
4156,"good","red","D",8.1,2.91957722285219,0.72,3.14640696214247,0.09,2.8,0.084,"i1",18,"S1",49,0.9994,3.43,2.03,0.72,0.24,11.1
4157,"good","white","B",7.4,3.05385626276777,0.26,2.30198032804002,0.31,2.4,0.043,"b1",58,"S2",178,0.9941,3.42,1.89,0.68,0.24,10.6
4158,"good","white","C",6.3,3.40092467574902,0.26,2.92021300673899,0.42,7.1,0.045,"g3",62,"P1",209,0.99544,3.2,1.92,0.53,0.24,9.5
4159,"good","red","D",7.4,3.95084079049272,0.68,2.35716529572807,0.16,1.8,0.078,"f1",12,"P2",39,0.9977,3.5,1.58,0.7,0.24,9.9
4160,"good","red","B",10.4,2.27361143417241,0.52,3.07491054328764,0.45,2,0.08,"h1",6,"I1",13,0.99774,3.22,2.7,0.76,0.24,11.4
4161,"good","red","A",10.6,3.40342112395337,0.31,2.57482785116266,0.49,2.2,0.063,"h1",18,"I2",40,0.9976,3.14,2.43,0.51,0.24,9.8
4162,"good","white","D",6.9,2.65644195356746,0.14,3.12590165962159,0.38,1,0.041,"f1",22,"I1",81,0.99043,3.03,1.67,0.54,0.24,11.4
4163,"good","white","B",5.1,3.55018118069238,0.25,2.58890265143822,0.36,1.3,0.035,"f3",40,"S1",78,0.9891,3.23,2.03,0.64,0.24,12.1
4164,"good","white","A",6.5,2.96345525402385,0.21,2.48651141881299,0.42,1.1,0.059,"f1",33,"S2",101,0.9927,3.12,1.68,0.38,0.24,9.7
4165,"good","red","E",10.9,3.06839862315251,0.39,2.61110131925608,0.47,1.8,0.118,"d3",6,"I1",14,0.9982,3.3,1.88,0.75,0.24,9.8
4166,"medium","white","E",8.3,3.33228492366044,0.33,2.57436717035424,0.43,9.2,0.046,"d3",22,"I1",126,0.9982,3.38,2.55,0.47,0.24,9.3
4167,"medium","white","D",5.7,3.01549293289832,0.335,4.00184259713525,0.34,1,0.04,"h3",13,"I1",174,0.992,3.27,1.52,0.66,0.24,10
4168,"good","white","C",6.6,3.44232150101853,0.17,2.17665513010468,0.26,7.4,0.052,"g2",45,"P1",128,0.99388,3.16,2.1,0.37,0,10
4169,"excellent","white","D",7.7,2.93596311464789,0.35,4.31557696196294,0.49,8.65,0.033,"c1",42,"I2",186,0.9931,3.14,1.72,0.38,0.24,12.4
4170,"good","red","E",10.3,2.8787600993385,0.5,1.88758490291053,0.42,2,0.069,"e2",21,"I1",51,0.9982,3.16,2.23,0.72,0.24,11.5
4171,"good","white","C",7.9,4.33966442492496,0.28,3.38559696512193,0.49,7.7,0.045,"b2",48,"I2",195,0.9954,3.04,2.37,0.55,0.24,11
4172,"poor","white","A",6.3,2.67801495142189,0.24,6.15722694773254,0.37,1.8,0.031,"h1",6,"E",61,0.9897,3.3,1.82,0.34,0.24,12.2
4173,"good","white","B",7.1,2.62247300323491,0.25,2.1817839844418,0.32,10.3,0.041,"f1",66,"I1",272,0.9969,3.17,2.24,0.52,0.24,9.1
4174,"medium","white","D",8.3,2.73632694957577,0.42,2.50539626410814,0.62,19.25,0.04,"g2",41,"S2",172,1.0002,2.98,2.33,0.67,0.24,9.7
4175,"good","white","A",9.2,2.94186562114647,0.25,2.94848100916945,0.34,1.2,0.026,"h1",31,"I1",93,0.9916,2.93,1.82,0.37,0.24,11.3
4176,"good","red","D",8.1,2.84996553477816,0.29,3.85519361141666,0.36,2.2,0.048,"f3",35,"I2",53,0.995,3.27,2.35,1.01,0.24,12.4
4177,"medium","white","B",9.4,3.46726999016389,0.23,2.20764148731623,0.56,16.45,0.063,"f1",52.5,"I1",282,1.00098,3.1,2.51,0.51,0.24,9.3
4178,"good","red","B",11.4,3.4915601531034,0.6,2.47279171489713,0.49,2.7,0.085,"d3",10,"I2",41,0.9994,3.15,1.59,0.63,0.24,10.5
4179,"good","red","D",8.3,2.9729726456153,0.6,2.20959007285028,0.13,2.6,0.085,"f2",6,"I1",24,0.9984,3.31,2.16,0.59,0.24,9.2
4180,"medium","white","A",6.2,3.6226553972285,0.345,2.10220685082682,0.27,10.1,0.056,"d3",38,"I1",187,0.99486,3.31,2.2,0.56,0.24,10.6
4181,"good","white","B",5.7,3.14285012806516,0.25,3.46227375615551,0.27,10.8,0.05,"f2",58,"S3",116,0.99592,3.1,2.22,0.5,0.24,9.8
4182,"good","white","C",7.3,2.82761798747947,0.26,2.63180276495281,0.33,11.8,0.057,"f1",48,"I2",127,0.99693,3.1,2.23,0.55,0.24,10
4183,"good","white","D",6,3.44599848278488,0.31,4.21890759220939,0.38,4.8,0.04,"e1",41,"I1",101,0.98968,3.24,1.4,0.56,0.24,13.1
4184,"medium","white","E",6.5,3.05099346365529,0.23,2.7576434269235,0.36,16.3,0.038,"f1",43,"S1",133,0.99924,3.26,1.81,0.41,0.24,8.8
4185,"medium","white","C",8.1,1.05119950924302,0.36,2.01022623618115,0.59,13.6,0.051,"b3",60,"I1",134,0.99886,2.96,2.13,0.39,0.24,8.7
4186,"good","white","B",6,2.24579127127932,0.28,3.26485639701992,0.24,17.8,0.047,"i2",42,"I2",111,0.99896,3.1,1.83,0.45,0.24,8.9
4187,"good","white","B",6.9,3.42971613585246,0.18,3.16385333742881,0.36,1.3,0.036,"h2",40,"I1",117,0.9934,3.27,2.65,0.95,0.24,9.5
4188,"good","white","C",7.9,3.3126328444264,0.34,2.92794855760822,0.44,6.5,0.027,"c1",47,"I2",126,0.99124,2.96,2.34,0.37,0.24,12.5
4189,"medium","red","E",11.3,3.55207839297553,0.37,3.95570407014369,0.41,2.3,0.088,"b1",6,"I1",16,0.9988,3.09,2.5,0.8,0.24,9.3
4190,"good","white","C",7.9,3.21788091621837,0.26,2.56547220975553,0.41,15.15,0.04,"g3",38,"S1",216,0.9976,2.96,1.78,0.6,0.24,10
4191,"good","white","D",6.3,2.61952091675859,0.27,2.81186352794565,0.25,5.8,0.038,"g3",52,"I1",155,0.995,3.28,1.99,0.38,0.24,9.4
4192,"good","white","B",5.7,3.48957833240292,0.12,3.13590445437605,0.26,5.5,0.034,"d3",21,"P2",99,0.99324,3.09,2.27,0.57,0.24,9.9
4193,"good","white","D",7.1,2.93799093495294,0.21,3.73637160741832,0.37,2.4,0.026,"c2",23,"I1",100,0.9903,3.15,2.11,0.38,0.24,11.4
4194,"good","white","C",6.4,3.19225539094231,0.24,3.59086709918269,0.27,1.5,0.04,"c3",35,"I2",105,0.98914,3.13,1.44,0.3,0.24,12.4
4195,"medium","white","E",5.9,3.39245566643174,0.36,2.8226556511768,0.04,5.7,0.046,"h2",21,"I1",87,0.9934,3.22,2.21,0.51,0.24,10.2
4196,"good","red","D",7.7,3.05986919767928,0.28,3.50614051667202,0.3,2,0.062,"d1",18,"I2",34,0.9952,3.28,2.2,0.9,0.24,11.3
4197,"medium","white","E",6.8,2.19088172382179,0.26,1.53766946159914,0.24,7.8,0.052,"g1",54,"I1",214,0.9961,3.13,2.52,0.47,0.24,8.9
4198,"medium","white","E",5.7,3.62221966387109,0.33,3.48369465896751,0.15,1.9,0.05,"i3",20,"S2",93,0.9934,3.38,1.89,0.62,0.24,9.9
4199,"good","white","B",6.6,2.90833923443071,0.295,2.97829758170021,0.24,1.6,0.039,"g3",29,"P1",140,0.99304,3.35,1.97,0.61,0.24,10.4
4200,"good","white","D",6.5,3.49489688504035,0.46,2.56839904862906,0.24,11.5,0.051,"g3",56,"I2",171,0.99588,3.08,2.55,0.56,0.24,9.8
4201,"good","white","D",5.2,2.76097979008864,0.16,1.77284698572596,0.34,0.8,0.029,"e1",26,"P1",77,0.99155,3.25,2.5,0.51,0.24,10.1
4202,"good","white","A",8,3.03736177965021,0.25,2.46221598073032,0.27,9.7,0.036,"b3",15,"I1",85,0.99406,2.99,2.48,0.36,0.24,11.2
4203,"medium","white","D",6.7,3.26003840132349,0.41,1.88755428200649,0.34,9.2,0.049,"c2",29,"S2",150,0.9968,3.22,2,0.51,0.24,9.1
4204,"good","white","D",6.8,2.24013766597642,0.28,2.28768984344459,0.35,2.3,0.042,"e3",16,"S3",85,0.9906,3.19,1.79,0.56,0.24,12.4
4205,"medium","white","D",7.7,2.60369272528177,0.32,1.65630569263765,0.61,11.8,0.041,"i1",66,"I2",188,0.99794,3,1.75,0.54,0.24,9.3
4206,"good","white","B",6.5,2.33952232831584,0.29,3.147811770679,0.25,10.6,0.039,"h3",32,"I1",120,0.9962,3.31,2.09,0.34,0.24,10.1
4207,"good","white","E",5.8,2.79805798211782,0.345,2.8327476948428,0.15,10.8,0.033,"g3",26,"I1",120,0.99494,3.25,2.1,0.49,0.24,10
4208,"good","red","B",9.4,3.49604084410691,0.33,3.26678089550912,0.59,2.8,0.079,"d1",9,"I1",30,0.9976,3.12,1.63,0.54,0.24,12
4209,"good","white","C",5.8,3.22683805809528,0.275,2.17615668338919,0.3,5.4,0.043,"c3",41,"I1",149,0.9926,3.33,2.36,0.42,0.24,10.8
4210,"good","white","D",8.2,3.79157323856763,0.35,3.3384976163813,0.4,6.3,0.039,"g2",35,"S1",162,0.9936,3.15,2.06,0.34,0.24,11.9
4211,"good","white","C",6.1,2.77887234652947,0.105,2.77549849926698,0.31,1.3,0.037,"f2",55,"S1",145,0.9912,3.41,2.37,0.41,0.24,11.1
4212,"medium","white","D",7.6,3.39415395657812,0.48,1.97549537914186,0.28,10.4,0.049,"c2",57,"I1",205,0.99748,3.24,2.99,0.45,0.24,9.3
4213,"good","red","B",7,3.14953298247923,0.54,2.36301224071865,0,2.1,0.079,"e1",39,"S1",55,0.9956,3.39,1.77,0.84,0.24,11.4
4214,"good","white","B",5.9,2.27389423100524,0.34,3.33412848136827,0.31,2,0.03,"i1",38,"I1",142,0.98892,3.4,2.28,0.41,0.24,12.9
4215,"medium","white","D",7.6,3.71182588127834,0.35,3.14698845314621,0.47,13.3,0.037,"d3",42,"P1",116,0.99822,3.04,1.96,0.5,0.24,9.2
4216,"good","white","A",7.4,3.66711477984623,0.18,4.15262902844387,0.24,1.4,0.047,"e2",21,"I2",106,0.99383,3.52,1.9,0.64,0.24,10.5
4217,"good","white","E",6.6,2.70285887530591,0.25,3.8954099207343,0.32,5.6,0.039,"d2",15,"I1",68,0.99163,2.96,1.95,0.52,0.24,11.1
4218,"good","white","E",7,3.2424559219752,0.32,3.4400635060618,0.31,6.4,0.031,"c3",38,"I1",115,0.99235,3.38,2,0.58,0.24,12.2
4219,"good","white","E",7.2,2.4545955090123,0.08,2.71367054162351,0.49,1.3,0.05,"b1",18,"I2",148,0.9945,3.46,2.12,0.44,0.24,10.2
4220,"medium","white","D",8.2,3.07214699485047,0.2,3.52498024956917,0.38,3.5,0.053,"g2",41,"I1",174,0.99306,3.22,2.38,0.41,0.24,11.6
4221,"good","white","E",7.4,2.56037033460681,0.2,2.23077515057875,0.43,7.8,0.045,"d2",27,"P1",153,0.9964,3.19,1.72,0.55,0.24,9
4222,"medium","red","D",9.6,2.48163123836043,0.41,2.18656550912739,0.37,2.3,0.091,"h1",10,"I2",23,0.99786,3.24,2.45,0.56,0.24,10.5
4223,"good","white","E",6.8,2.9663182087469,0.28,2.00834555725781,0.29,11.9,0.052,"g3",51,"I1",149,0.99544,3.02,3.49,0.58,0,10.4
4224,"good","red","E",8.6,2.61951572501561,0.53,4.15778961539209,0.22,2,0.1,"c1",7,"I1",27,0.9967,3.2,1.76,0.56,0.24,10.2
4225,"good","white","C",6.8,2.91836541708306,0.18,2.19037064827691,0.28,9.8,0.039,"d3",29,"S2",113,0.99406,3.11,1.51,0.45,0.24,10.9
4226,"good","white","C",7.15,3.7889776840542,0.17,2.20517272480903,0.24,9.6,0.119,"d3",56,"S3",178,0.99578,3.15,2.19,0.44,0.24,10.2
4227,"good","white","A",6.3,3.39362576949933,0.3,2.61400597400105,0.91,8.2,0.034,"h3",50,"I1",199,0.99394,3.39,2.83,0.49,0.24,11.7
4228,"medium","white","E",5.8,4.18639862563733,0.33,4.21758420318186,0.2,16.05,0.047,"b1",26,"I2",166,0.9976,3.09,3.68,0.46,0.24,8.9
4229,"good","white","C",7.5,2.82755798930063,0.42,2.47638701413501,0.45,9.1,0.029,"f1",20,"I1",125,0.996,3.12,1.84,0.36,0.24,10.1
4230,"good","white","E",7,3.0347094910609,0.22,3.72892620843494,0.28,10.6,0.039,"e3",32,"I2",117,0.99355,3.05,2.16,0.55,0.24,11.5
4231,"good","white","C",7.1,2.53532320898088,0.18,2.33274111311407,0.49,1.3,0.033,"f1",12,"S1",72,0.99072,3.05,1.81,0.53,0.24,11.3
4232,"medium","red","E",8.6,2.60357776754778,0.63,2.30212743420606,0.17,2.9,0.099,"f3",21,"I1",119,0.998,3.09,1.53,0.52,0.24,9.3
4233,"good","white","B",6.9,3.07159578207503,0.32,3.86158579279193,0.26,2.3,0.03,"i1",11,"I1",103,0.99106,3.06,2.06,0.42,0.24,11.1
4234,"good","white","A",7.6,2.27098848254821,0.37,2.94641412963723,0.34,3.2,0.028,"i2",42,"S1",162,0.9903,3.01,1.9,0.33,0.24,12.4
4235,"good","white","E",6.2,3.59400547281848,0.16,3.29977525897078,0.32,1.1,0.036,"g3",74,"P1",184,0.99096,3.22,1.77,0.41,0.24,11
4236,"medium","red","D",6.7,2.90356468008157,0.56,2.25634304671922,0.09,2.9,0.079,"b2",7,"I1",22,0.99669,3.46,1.77,0.61,0.24,10.2
4237,"poor","red","D",6.7,3.28703487900811,1.04,2.71322799880572,0.08,2.3,0.067,"d3",19,"I1",32,0.99648,3.52,2.13,0.57,0.24,11
4238,"medium","red","B",7.3,2.61619874993816,0.585,3.88154181673938,0.18,2.4,0.078,"b3",15,"I1",60,0.99638,3.31,1.65,0.54,0,9.8
4239,"medium","red","A",7.7,2.76738118326932,0.69,1.73750635643079,0.05,2.7,0.075,"i2",15,"E",27,0.9974,3.26,2.07,0.61,0.24,9.1
4240,"good","white","C",7.2,3.63399672957837,0.27,3.11538709161107,0.28,15.2,0.046,"i3",6,"I1",41,0.99665,3.17,2.23,0.39,0.24,10.9
4241,"good","white","B",7.8,3.52044183260775,0.43,4.2581084161597,0.49,13,0.033,"h2",37,"I1",158,0.9955,3.14,2.23,0.35,0.24,11.3
4242,"good","white","B",7.6,3.07229483006442,0.21,2.94461815426445,0.44,1.9,0.036,"e3",10,"I1",119,0.9913,3.01,1.94,0.7,0.24,12.8
4243,"good","red","D",8.5,2.69275619268622,0.28,1.62099289673387,0.56,1.8,0.092,"h2",35,"I2",103,0.9969,3.3,1.93,0.75,0.24,10.5
4244,"medium","white","B",6.9,2.34551012486192,0.18,2.81673199327627,0.33,1,0.054,"g1",24,"I1",164,0.9926,3.42,2.5,0.51,0.24,10.5
4245,"good","red","C",7.5,2.74117761398671,0.63,2.55677580479016,0.27,2,0.083,"g2",17,"I1",91,0.99616,3.26,2.63,0.58,0.24,9.8
4246,"good","white","A",8,2.58559260923548,0.24,1.92188246451388,0.33,1.2,0.044,"g3",28,"I1",101,0.99035,3.03,1.62,0.43,0.24,12.5
4247,"excellent","white","E",6.5,3.19704964489322,0.36,2.8123723037069,0.28,3.2,0.037,"d3",29,"I1",119,0.9908,3.25,1.78,0.65,0.24,12.4
4248,"medium","white","B",7.8,3.16057566600539,0.29,2.90384641631681,0.29,3.15,0.044,"f1",41,"I1",117,0.99153,3.24,2.65,0.35,0,11.5
4249,"good","white","D",6.4,2.89087961848953,0.38,1.7905445647719,0.2,5.3,0.117,"i2",57,"S3",181,0.99459,3.24,2.15,0.43,0.24,9.5
4250,"good","white","E",7.2,2.3866525649616,0.23,1.97366207362209,0.39,14.2,0.058,"h3",49,"I1",192,0.9979,2.98,2.29,0.48,0.24,9
4251,"medium","red","D",7.7,2.42438746326127,0.39,1.83915116386678,0.12,1.7,0.097,"e1",19,"S3",27,0.99596,3.16,1.95,0.49,0.24,9.4
4252,"good","red","E",9.1,2.1243572134394,0.28,4.24173089882965,0.46,9,0.114,"g1",3,"I2",9,0.99901,3.18,1.56,0.6,0.24,10.9
4253,"medium","white","D",6.2,3.02665476433049,0.25,3.82255061593266,0.47,11.6,0.048,"c3",62,"I1",210,0.9968,3.19,1.73,0.5,0.24,9.5
4254,"good","white","E",7,3.1949789506264,0.19,2.54208347677415,0.23,5.7,0.123,"e1",27,"I1",104,0.9954,3.04,2.01,0.54,0.24,9.4
4255,"good","white","B",6.8,2.68221674771312,0.11,3.3636549318583,0.27,8.6,0.044,"h2",45,"P1",104,0.99454,3.2,2.15,0.37,0.24,9.9
4256,"medium","white","E",7.1,3.52841354064601,0.39,2.83118542093055,0.35,12.5,0.044,"i2",26,"I1",72,0.9941,3.17,2.05,0.29,0.24,11.6
4257,"medium","white","D",7.2,2.61571304242536,0.23,2.93646172354339,0.25,18.8,0.085,"b3",19,"S1",111,1.00044,3.1,2.06,0.51,0.24,8.7
4258,"good","white","C",8.2,3.05057981885029,0.18,4.43534425448446,0.38,1.1,0.04,"h2",41,"I2",92,0.99062,2.88,2.06,0.6,0.24,12
4259,"medium","white","C",6.8,3.08363477691383,0.34,2.4284768516372,0.44,6.6,0.052,"h3",28,"S3",156,0.9955,3.14,2.31,0.41,0.24,9.6
4260,"medium","white","E",9.4,3.61897002592675,0.16,2.65661562969227,0.23,1.6,0.042,"f2",14,"I1",67,0.9942,3.07,2.3,0.32,0.24,9.5
4261,"medium","white","A",6.6,2.78871657332343,0.24,1.93812282242867,0.27,10.3,0.047,"c2",54,"I2",219,0.99742,3.04,2.46,0.45,0.24,8.8
4262,"medium","white","E",6.6,3.27432770810277,0.3,3.23391612085926,0.45,8,0.038,"b3",54,"S1",200,0.9956,3.18,3.38,0.48,0.24,9.5
4263,"medium","white","C",6.4,3.65059805401351,0.31,2.9218054680507,0.31,12.9,0.045,"f1",55,"S1",161,0.99546,3.02,2.91,0.59,0.24,10.2
4264,"good","white","C",8.4,2.2885985403601,0.2,3.43301435921407,0.38,11.8,0.055,"b1",51,"S2",170,1.0004,3.34,1.68,0.82,0.24,8.9
4265,"medium","white","B",6.1,3.0184676004279,0.37,3.02556322758102,0.2,7.6,0.031,"h3",49,"S2",170,0.99558,3.22,1.36,0.48,0.24,9.5
4266,"good","white","D",6.4,2.81102687177923,0.22,3.45597207044411,0.34,1.4,0.023,"h2",56,"I1",115,0.98958,3.18,2.52,0.7,0.24,11.7
4267,"good","white","A",7.5,3.42847680032185,0.19,2.80525461782222,0.49,1.6,0.047,"b3",42,"S1",140,0.9932,3.4,1.69,0.47,0.24,10.7
4268,"medium","white","E",6.9,3.40350245387474,0.4,2.67721857834057,0.17,12.9,0.033,"b2",59,"I2",186,0.99754,3.08,2.11,0.49,0.24,9.4
4269,"medium","red","B",7.5,3.13473571733405,0.705,2.73330270363001,0.24,1.8,0.36,"c1",15,"I1",63,0.9964,3,2.7,1.59,0.24,9.5
4270,"good","red","A",8.9,2.39716007095482,0.29,2.78932559949033,0.35,1.9,0.067,"f2",25,"S2",57,0.997,3.18,1.81,1.36,0.24,10.3
4271,"poor","red","D",8.3,3.80760380697129,0.845,2.2031621236744,0.01,2.2,0.07,"f3",5,"S1",14,0.9967,3.32,2.16,0.58,0.24,11
4272,"good","white","A",7.1,2.70915614864852,0.23,2.71400439485936,0.39,13.7,0.058,"d3",26,"I1",172,0.99755,2.9,1.41,0.46,0,9
